 x,y,r4,w1,r3,r2,w2,r1,r0,f1,f2,bw1,bw2,bw1-1,bw1-2,bw2-1,bw2-2
10,10,4.5,1.75,2.75,2.5,0.25,2.25,2,12.093,15.392,1.912,1.089,10.776,12.688,14.806,15.895
10,10,4.5,2,2.5,2.25,0.25,2,0.5,13.370,-1.000,2.410,-1.000,11.647,14.057,17.159,-1.000
10,10,4.5,2,2.5,2.25,0.5,1.75,0.5,13.240,-1.000,2.592,-1.000,11.442,14.034,-1.000,-1.000
10,10,4.5,2,2.5,2.25,0.75,1.5,0.5,13.270,-1.000,2.468,-1.000,11.592,14.060,-1.000,-1.000
10,10,4.5,2,2.5,2.25,1,1.25,0.5,13.251,-1.000,2.475,-1.000,11.586,14.061,-1.000,-1.000
10,10,4.5,2,2.5,2.25,1.25,1,0.5,13.250,-1.000,2.507,-1.000,11.578,14.085,-1.000,-1.000
10,10,4.5,2,2.5,2.25,1.5,0.75,0.5,13.250,-1.000,2.521,-1.000,11.560,14.081,-1.000,-1.000
10,10,4.5,2,2.5,2.25,0.25,2,0.75,13.360,-1.000,2.418,-1.000,11.638,14.056,17.097,-1.000
10,10,4.5,2,2.5,2.25,0.5,1.75,0.75,13.280,-1.000,2.460,-1.000,11.573,14.033,-1.000,-1.000
10,10,4.5,2,2.5,2.25,0.75,1.5,0.75,12.770,-1.000,1.956,-1.000,11.377,13.333,-1.000,-1.000
10,10,4.5,2,2.5,2.25,1,1.25,0.75,13.250,-1.000,2.506,-1.000,11.553,14.059,-1.000,-1.000
10,10,4.5,2,2.5,2.25,1.25,1,0.75,13.260,-1.000,2.498,-1.000,11.572,14.070,-1.000,-1.000
10,10,4.5,2,2.5,2.25,0.25,2,1,13.340,-1.000,2.453,-1.000,11.600,14.053,16.979,-1.000
10,10,4.5,2,2.5,2.25,0.5,1.75,1,13.280,-1.000,2.450,-1.000,11.592,14.042,-1.000,-1.000
10,10,4.5,2,2.5,2.25,0.75,1.5,1,13.260,-1.000,2.468,-1.000,11.576,14.044,-1.000,-1.000
10,10,4.5,2,2.5,2.25,1,1.25,1,13.255,-1.000,2.497,-1.000,11.572,14.069,-1.000,-1.000
10,10,4.5,2,2.5,2.25,0.25,2,1.25,13.330,-1.000,12.422,-1.000,1.618,14.040,16.858,-1.000
10,10,4.5,2,2.5,2.25,0.5,1.75,1.25,13.270,-1.000,2.435,-1.000,11.593,14.028,-1.000,-1.000
10,10,4.5,2,2.5,2.25,0.75,1.5,1.25,13.260,-1.000,2.514,-1.000,11.547,14.061,-1.000,-1.000
10,10,4.5,2,2.5,2.25,0.25,2,1.5,13.270,17.720,2.401,-1.000,11.585,13.986,16.636,-1.000
10,10,4.5,2,2.5,2.25,0.5,1.75,1.5,13.270,-1.000,2.475,-1.000,11.556,14.031,17.965,-1.000
10,10,4.5,2,2.5,2.25,0.25,2,1.75,13.210,17.161,2.542,1.398,11.432,13.974,16.413,17.811
10,10,4.5,2.25,2.25,2,0.25,1.75,0.5,14.250,-1.000,3.109,-1.000,12.542,15.651,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.5,1.5,0.5,14.670,-1.000,3.153,-1.000,12.478,15.631,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.75,1.25,0.5,14.640,-1.000,3.149,-1.000,12.494,15.643,-1.000,-1.000
10,10,4.5,2.25,2.25,2,1,1,0.5,14.620,-1.000,3.243,-1.000,12.418,15.661,-1.000,-1.000
10,10,4.5,2.25,2.25,2,1.25,0.75,0.5,14.630,-1.000,3.179,-1.000,12.482,15.661,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.25,1.75,0.75,14.741,-1.000,3.119,-1.000,12.523,15.642,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.5,1.5,0.75,14.670,-1.000,3.155,-1.000,12.474,15.629,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.75,1.25,0.75,14.610,-1.000,3.228,-1.000,12.403,15.631,-1.000,-1.000
10,10,4.5,2.25,2.25,2,1,1,0.75,14.640,-1.000,3.165,-1.000,12.489,15.654,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.25,1.75,1,14.720,-1.000,3.130,-1.000,12.523,15.653,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.5,1.5,1,14.650,-1.000,3.143,-1.000,12.492,15.635,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.75,1.25,1,14.630,-1.000,3.186,-1.000,12.445,15.631,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.25,1.75,1.25,14.690,-1.000,3.177,-1.000,12.466,15.643,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.5,1.5,1.25,14.590,-1.000,3.262,-1.000,12.343,15.605,-1.000,-1.000
10,10,4.5,2.25,2.25,2,0.25,1.75,1.5,14.650,-1.000,3.204,-1.000,12.415,15.619,-1.000,-1.000
10,10,4.5,2.5,2,1.75,0.25,1.5,0.5,16.290,-1.000,4.139,-1.000,13.408,17.547,-1.000,-1.000
10,10,4.5,2.5,2,1.75,0.5,1.25,0.5,16.220,-1.000,4.119,-1.000,13.385,17.504,-1.000,-1.000
10,10,4.5,2.5,2,1.75,0.75,1,0.5,16.170,-1.000,4.156,-1.000,13.331,17.487,-1.000,-1.000
10,10,4.5,2.5,2,1.75,1,0.75,0.5,16.200,-1.000,4.120,-1.000,13.421,17.541,-1.000,-1.000
10,10,4.5,2.5,2,1.75,0.25,1.5,0.75,16.280,-1.000,4.146,-1.000,13.395,17.541,-1.000,-1.000
10,10,4.5,2.5,2,1.75,0.5,1.25,0.75,16.220,-1.000,4.079,-1.000,13.414,17.493,-1.000,-1.000
10,10,4.5,2.5,2,1.75,0.75,1,0.75,16.150,-1.000,4.163,-1.000,13.306,17.469,-1.000,-1.000
10,10,4.5,2.5,2,1.75,0.25,1.5,1,16.250,-1.000,4.112,-1.000,13.407,17.519,-1.000,-1.000
10,10,4.5,2.5,2,1.75,0.5,1.25,1,16.210,-1.000,4.085,-1.000,13.421,17.506,-1.000,-1.000
10,10,4.5,2.5,2,1.75,0.25,1.5,1.25,16.210,-1.000,4.122,-1.000,13.378,17.500,-1.000,-1.000
10,10,4.5,2.75,1.75,1.5,0.25,1.25,0.5,17.950,-1.000,-1.000,-1.000,14.397,-1.000,-1.000,-1.000
10,10,4.5,2.75,1.75,1.5,0.5,1,0.5,17.900,-1.000,-1.000,-1.000,14.407,-1.000,-1.000,-1.000
10,10,4.5,2.75,1.75,1.5,0.75,0.75,0.5,17.870,-1.000,-1.000,-1.000,14.410,-1.000,-1.000,-1.000
10,10,4.5,2.75,1.75,1.5,0.25,1.25,0.75,17.930,-1.000,-1.000,-1.000,14.407,-1.000,-1.000,-1.000
10,10,4.5,2.75,1.75,1.5,0.5,1,0.75,17.880,-1.000,-1.000,-1.000,14.430,-1.000,-1.000,-1.000
10,10,4.5,2.75,1.75,1.5,0.25,1.25,1,17.920,-1.000,-1.000,-1.000,14.387,-1.000,-1.000,-1.000
10,10,4.5,3,1.5,1.25,0.25,1,0.5,-1.000,-1.000,-1.000,-1.000,15.149,-1.000,-1.000,-1.000
10,10,4.5,3,1.5,1.25,0.5,0.75,0.5,-1.000,-1.000,-1.000,-1.000,15.178,-1.000,-1.000,-1.000
10,10,4.5,3,1.5,1.25,0.25,1,0.75,-1.000,-1.000,-1.000,-1.000,15.159,-1.000,-1.000,-1.000
