 x,y,r4,w1,r3,r2,w2,r1,r0,f1,f2,bw1,bw2,bw1-1,bw1-2,bw2-1,bw2-2
10,10,3,0.25,2.75,2.5,0.25,2.25,0.5,12.620,17.070,0.294,1.365,12.438,12.732,16.314,17.679
10,10,3,0.25,2.75,2.5,0.5,2,0.5,12.579,-1.000,0.317,-1.000,12.390,12.707,17.542,-1.000
10,10,3,0.25,2.75,2.5,0.75,1.75,0.5,12.580,-1.000,0.320,-1.000,12.391,12.711,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1,1.5,0.5,12.580,-1.000,0.332,-1.000,12.382,12.714,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1.25,1.25,0.5,12.569,-1.000,0.337,-1.000,12.371,12.708,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1.5,1,0.5,12.480,-1.000,0.351,-1.000,12.268,12.619,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1.75,0.75,0.5,12.490,-1.000,0.348,-1.000,12.285,12.633,-1.000,-1.000
10,10,3,0.25,2.75,2.5,0.25,2.25,0.75,16.990,12.620,0.296,0.714,12.434,12.730,16.612,17.326
10,10,3,0.25,2.75,2.5,0.5,2,0.75,12.572,-1.000,0.313,-1.000,12.380,12.693,17.452,-1.000
10,10,3,0.25,2.75,2.5,0.75,1.75,0.75,12.580,-1.000,0.324,-1.000,12.388,12.712,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1,1.5,0.75,12.580,-1.000,0.335,-1.000,12.376,12.711,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1.25,1.25,0.75,12.581,-1.000,0.337,-1.000,12.379,12.716,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1.5,1,0.75,12.460,-1.000,0.352,-1.000,12.250,12.602,-1.000,-1.000
10,10,3,0.25,2.75,2.5,0.25,2.25,1,12.596,-1.000,0.299,-1.000,12.408,10.708,-1.000,-1.000
10,10,3,0.25,2.75,2.5,0.5,2,1,12.575,-1.000,0.334,-1.000,12.373,12.708,-1.000,-1.000
10,10,3,0.25,2.75,2.5,0.75,1.75,1,12.547,-1.000,0.320,-1.000,12.359,12.680,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1,1.5,1,12.575,-1.000,0.355,-1.000,12.359,12.715,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1.25,1.25,1,12.561,-1.000,0.366,-1.000,12.359,12.726,-1.000,-1.000
10,10,3,0.25,2.75,2.5,0.25,2.25,1.25,12.542,16.604,0.339,1.195,12.317,12.672,15.949,17.144
10,10,3,0.25,2.75,2.5,0.5,2,1.25,12.561,17.808,0.549,-1.000,12.356,12.705,-1.000,-1.000
10,10,3,0.25,2.75,2.5,0.75,1.75,1.25,12.570,-1.000,0.339,-1.000,12.356,12.696,-1.000,-1.000
10,10,3,0.25,2.75,2.5,1,1.5,1.25,12.556,-1.000,0.358,-1.000,12.338,12.696,-1.000,-1.000
10,10,3,0.25,2.75,2.5,0.25,2.25,1.5,12.479,16.267,0.306,0.997,12.299,12.606,15.705,16.703
10,10,3,0.25,2.75,2.5,0.5,2,1.5,12.546,17.453,0.336,1.042,12.344,12.681,16.846,17.888
10,10,3,0.25,2.75,2.5,0.75,1.75,1.5,12.539,-1.000,0.336,-1.000,12.314,12.651,-1.000,-1.000
10,10,3,0.25,2.75,2.5,0.25,2.25,1.75,12.480,15.832,0.350,0.756,12.255,12.621,15.391,16.147
10,10,3,0.25,2.75,2.5,0.5,2,1.75,12.540,17.018,0.320,0.816,12.330,12.651,16.547,17.363
10,10,3,0.25,2.75,2.5,0.25,2.25,2,12.464,15.367,0.348,0.522,12.260,12.597,15.054,15.577
10,10,3,0.5,2.5,2.25,0.25,2,0.5,13.778,-1.000,0.514,-1.000,13.457,13.971,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.5,1.75,0.5,13.734,-1.000,0.543,-1.000,13.398,13.941,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.75,1.5,0.5,13.698,-1.000,0.552,-1.000,13.371,13.923,-1.000,-1.000
10,10,3,0.5,2.5,2.25,1,1.25,0.5,13.716,-1.000,0.552,-1.000,13.371,13.923,-1.000,-1.000
10,10,3,0.5,2.5,2.25,1.25,1,0.5,13.698,-1.000,0.597,-1.000,13.343,13.941,-1.000,-1.000
10,10,3,0.5,2.5,2.25,1.5,0.75,0.5,13.701,-1.000,0.607,-1.000,13.334,13.941,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.25,2,0.75,13.760,-1.000,0.519,-1.000,13.442,13.961,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.5,1.75,0.75,13.725,-1.000,0.532,-1.000,13.394,13.927,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.75,1.5,0.75,13.674,-1.000,0.567,-1.000,13.338,13.906,-1.000,-1.000
10,10,3,0.5,2.5,2.25,1,1.25,0.75,13.689,-1.000,0.573,-1.000,13.338,13.912,-1.000,-1.000
10,10,3,0.5,2.5,2.25,1.25,1,0.75,13.710,-1.000,0.588,-1.000,13.338,13.927,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.25,2,1,13.711,-1.000,0.520,-1.000,13.428,13.948,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.5,1.75,1,13.692,-1.000,0.534,-1.000,13.372,13.906,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.75,1.5,1,13.692,-1.000,0.578,-1.000,13.337,13.916,-1.000,-1.000
10,10,3,0.5,2.5,2.25,1,1.25,1,13.681,-1.000,0.563,-1.000,13.337,13.901,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.25,2,1.25,13.739,-1.000,0.519,-1.000,13.428,13.948,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.5,1.75,1.25,13.677,-1.000,0.541,-1.000,13.374,13.915,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.75,1.5,1.25,13.677,-1.000,0.557,-1.000,13.347,13.904,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.25,2,1.5,13.748,17.658,0.529,0.851,13.422,13.952,17.148,18.000
10,10,3,0.5,2.5,2.25,0.5,1.75,1.5,13.727,-1.000,0.551,-1.000,13.381,13.933,-1.000,-1.000
10,10,3,0.5,2.5,2.25,0.25,2,1.75,13.693,17.235,0.521,0.626,13.381,13.903,16.878,17.505
10,10,3,0.75,2.25,2,0.25,1.75,0.5,15.142,-1.000,0.787,-1.000,14.640,15.427,-1.000,-1.000
10,10,3,0.75,2.25,2,0.5,1.5,0.5,14.977,-1.000,0.832,-1.000,14.475,15.307,-1.000,-1.000
10,10,3,0.75,2.25,2,0.75,1.25,0.5,15.082,-1.000,0.802,-1.000,14.595,15.397,-1.000,-1.000
10,10,3,0.75,2.25,2,1,1,0.5,15.037,-1.000,0.847,-1.000,14.520,15.367,-1.000,-1.000
10,10,3,0.75,2.25,2,1.25,0.75,0.5,15.067,-1.000,0.847,-1.000,14.565,15.412,-1.000,-1.000
10,10,3,0.75,2.25,2,0.25,1.75,0.75,15.157,-1.000,0.787,-1.000,14.670,15.457,-1.000,-1.000
10,10,3,0.75,2.25,2,0.5,1.5,0.75,14.977,-1.000,0.832,-1.000,14.475,15.307,-1.000,-1.000
10,10,3,0.75,2.25,2,0.75,1.25,0.75,15.052,-1.000,0.832,-1.000,14.565,15.397,-1.000,-1.000
10,10,3,0.75,2.25,2,1,1,0.75,15.082,-1.000,0.847,-1.000,14.578,15.412,-1.000,-1.000
10,10,3,0.75,2.25,2,0.25,1.75,1,15.146,-1.000,0.807,-1.000,14.637,15.444,-1.000,-1.000
10,10,3,0.75,2.25,2,0.5,1.5,1,15.089,-1.000,0.792,-1.000,14.592,15.385,-1.000,-1.000
10,10,3,0.75,2.25,2,0.75,1.25,1,15.088,-1.000,0.792,-1.000,14.592,15.385,-1.000,-1.000
10,10,3,0.75,2.25,2,0.25,1.75,1.25,15.126,-1.000,0.815,-1.000,14.624,15.440,-1.000,-1.000
10,10,3,0.75,2.25,2,0.5,1.5,1.25,14.974,-1.000,0.830,-1.000,14.474,15.305,-1.000,-1.000
10,10,3,0.75,2.25,2,0.25,1.75,1.5,15.061,-1.000,0.768,-1.000,14.582,15.350,-1.000,-1.000
10,10,3,1,2,1.75,0.25,1.5,0.5,16.676,-1.000,1.163,-1.000,15.948,17.112,-1.000,-1.000
10,10,3,1,2,1.75,0.5,1.25,0.5,16.605,-1.000,1.153,-1.000,15.907,17.061,-1.000,-1.000
10,10,3,1,2,1.75,0.75,1,0.5,16.605,-1.000,1.153,-1.000,15.907,17.061,-1.000,-1.000
10,10,3,1,2,1.75,1,0.75,0.5,16.584,-1.000,1.163,-1.000,15.887,17.051,-1.000,-1.000
10,10,3,1,2,1.75,0.25,1.5,0.75,16.685,-1.000,1.182,-1.000,15.957,17.140,-1.000,-1.000
10,10,3,1,2,1.75,0.5,1.25,0.75,16.611,-1.000,1.153,-1.000,15.899,17.052,-1.000,-1.000
10,10,3,1,2,1.75,0.75,1,0.75,16.582,-1.000,1.182,-1.000,15.584,17.037,-1.000,-1.000
10,10,3,1,2,1.75,0.25,1.5,1,16.670,-1.000,1.197,-1.000,15.928,17.126,-1.000,-1.000
10,10,3,1,2,1.75,0.5,1.25,1,16.641,-1.000,1.182,-1.000,15.913,17.096,-1.000,-1.000
10,10,3,1,2,1.75,0.25,1.5,1.25,16.656,-1.000,1.197,-1.000,15.913,17.111,-1.000,-1.000
10,10,3,1.25,1.75,1.5,0.25,1.25,0.5,-1.000,-1.000,-1.000,-1.000,-1.000,1.000,-1.000,-1.000
10,10,3,1.25,1.75,1.5,0.5,1,0.5,-1.000,-1.000,-1.000,-1.000,-1.000,1.000,-1.000,-1.000
10,10,3,1.25,1.75,1.5,0.75,0.75,0.5,-1.000,-1.000,-1.000,-1.000,-1.000,1.000,-1.000,-1.000
10,10,3,1.25,1.75,1.5,0.25,1.25,0.75,-1.000,-1.000,-1.000,-1.000,-1.000,1.000,-1.000,-1.000
10,10,3,1.25,1.75,1.5,0.5,1,0.75,-1.000,-1.000,-1.000,-1.000,-1.000,1.000,-1.000,-1.000
10,10,3,1.25,1.75,1.5,0.25,1.25,1,-1.000,-1.000,-1.000,-1.000,-1.000,1.000,-1.000,-1.000
10,10,3,1.5,1.5,1.25,0.25,1,0.5,-1.000,-1.000,-1.000,-1.000,-1.000,1.000,-1.000,-1.000
10,10,3,1.5,1.5,1.25,0.5,0.75,0.5,-1.000,-1.000,-1.000,-1.000,-1.000,1.000,-1.000,-1.000
10,10,3,1.5,1.5,1.25,0.25,1,0.75,-1.000,-1.000,-1.000,-1.000,-1.000,1.000,-1.000,-1.000
,,,,,,,,,,,,,,,,
10,10,3.25,0.25,3,2.75,0.25,2.5,0.5,11.456,15.790,0.183,1.728,11.273,11.456,14.845,16.574
10,10,3.25,0.25,3,2.75,0.5,2.25,0.5,11.438,17.054,0.318,1.878,11.243,11.561,16.015,17.894
10,10,3.25,0.25,3,2.75,0.75,2,0.5,11.453,-1.000,0.348,-1.000,11.243,11.591,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1,1.75,0.5,11.471,-1.000,0.348,-1.000,11.243,11.591,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1.25,1.5,0.5,11.471,-1.000,0.363,-1.000,11.243,11.606,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1.5,1.25,0.5,11.486,-1.000,0.363,-1.000,11.273,11.636,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1.75,1,0.5,11.486,-1.000,0.378,-1.000,11.243,11.621,-1.000,-1.000
10,10,3.25,0.25,3,2.75,2,0.75,0.5,11.471,-1.000,0.378,-1.000,11.228,11.606,-1.000,-1.000
10,10,3.25,0.25,3,2.75,0.25,2.5,0.75,11.468,15.718,0.288,1.638,11.288,11.576,14.815,16.454
10,10,3.25,0.25,3,2.75,0.5,2.25,0.75,11.438,16.934,0.348,1.773,11.213,11.561,15.925,17.699
10,10,3.25,0.25,3,2.75,0.75,2,0.75,11.483,-1.000,0.348,-1.000,11.258,11.606,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1,1.75,0.75,11.456,-1.000,0.333,-1.000,11.258,11.591,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1.25,1.5,0.75,11.471,-1.000,0.348,-1.000,11.258,11.606,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1.5,1.25,0.75,11.501,-1.000,0.359,-1.000,11.277,11.636,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1.75,1,0.75,11.464,-1.000,0.341,-1.000,11.270,11.612,-1.000,-1.000
10,10,3.25,0.25,3,2.75,0.25,2.5,1,11.429,15.562,0.306,1.552,11.233,11.540,14.715,16.267
10,10,3.25,0.25,3,2.75,0.5,2.25,1,11.414,16.763,0.321,1.657,11.203,11.525,15.826,17.483
10,10,3.25,0.25,3,2.75,0.75,2,1,11.489,17.948,0.351,-1.000,11.263,11.615,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1,1.75,1,11.435,-1.000,0.321,-1.000,11.248,11.570,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1.25,1.5,1,11.435,-1.000,0.321,-1.000,11.248,11.570,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1.5,1.25,1,11.450,-1.000,0.336,-1.000,11.248,11.585,-1.000,-1.000
10,10,3.25,0.25,3,2.75,0.25,2.5,1.25,11.510,15.382,0.307,1.420,11.338,11.645,14.604,16.025
10,10,3.25,0.25,3,2.75,0.5,2.25,1.25,11.448,16.509,0.324,1.515,11.226,11.551,15.659,17.174
10,10,3.25,0.25,3,2.75,0.75,2,1.25,11.462,-1.000,0.351,-1.000,11.254,11.606,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1,1.75,1.25,11.467,-1.000,0.330,-1.000,11.261,11.592,-1.000,-1.000
10,10,3.25,0.25,3,2.75,1.25,1.5,1.25,11.414,-1.000,0.342,-1.000,11.209,11.552,-1.000,-1.000
10,10,3.25,0.25,3,2.75,0.25,2.5,1.5,11.418,15.084,0.325,1.231,11.240,11.566,14.402,15.633
10,10,3.25,0.25,3,2.75,0.5,2.25,1.5,11.403,16.182,0.340,1.305,11.196,11.536,15.426,16.732
10,10,3.25,0.25,3,2.75,0.75,2,1.5,11.433,17.325,0.340,1.379,11.240,11.581,16.525,17.904
10,10,3.25,0.25,3,2.75,1,1.75,1.5,11.448,-1.000,0.355,-1.000,11.225,11.581,-1.000,-1.000
10,10,3.25,0.25,3,2.75,0.25,2.5,1.75,11.403,14.698,0.310,1.023,11.210,11.521,14.105,15.128
10,10,3.25,0.25,3,2.75,0.5,2.25,1.75,11.448,15.572,0.316,1.066,11.244,11.560,15.146,16.213
10,10,3.25,0.25,3,2.75,0.75,2,1.75,11.454,16.858,0.331,1.051,11.259,11.590,16.242,17.293
10,10,3.25,0.25,3,2.75,0.25,2.5,2,11.469,14.277,0.346,0.751,11.244,11.590,13.841,14.592
10,10,3.25,0.25,3,2.75,0.5,2.25,2,11.379,15.267,0.346,0.766,11.169,11.515,14.816,15.582
10,10,3.25,0.25,3,2.75,0.25,2.5,2.25,11.439,13.841,0.346,0.496,11.229,11.575,13.570,14.067
10,10,3.25,0.5,2.75,2.5,0.25,2.25,0.5,12.205,17.158,0.481,1.651,12.220,12.701,16.257,17.908
10,10,3.25,0.5,2.75,2.5,0.5,2,0.5,12.475,-1.000,0.541,-1.000,12.145,12.686,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.75,1.75,0.5,12.461,-1.000,0.526,-1.000,12.145,12.671,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1,1.5,0.5,12.476,-1.000,0.541,-1.000,12.145,12.686,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1.25,1.25,0.5,12.464,-1.000,0.534,-1.000,12.139,12.674,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1.5,1,0.5,12.433,-1.000,0.541,-1.000,12.108,12.649,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1.75,0.75,0.5,12.445,-1.000,0.528,-1.000,12.127,12.656,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.25,2.25,0.75,12.507,17.070,0.465,1.623,12.225,12.691,16.203,17.827
10,10,3.25,0.5,2.75,2.5,0.5,2,0.75,12.492,-1.000,0.510,-1.000,12.166,12.676,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.75,1.75,0.75,12.468,-1.000,0.515,-1.000,12.159,12.675,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1,1.5,0.75,12.464,-1.000,0.545,-1.000,12.129,12.675,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1.25,1.25,0.75,12.425,-1.000,0.589,-1.000,12.087,12.677,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1.5,1,0.75,12.415,-1.000,0.526,-1.000,12.087,12.614,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.25,2.25,1,12.525,16.912,0.453,1.488,12.213,12.660,16.085,17.574
10,10,3.25,0.5,2.75,2.5,0.5,2,1,12.483,-1.000,0.513,-1.000,12.168,12.681,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.75,1.75,1,12.456,-1.000,0.502,-1.000,12.160,12.663,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1,1.5,1,12.456,-1.000,0.534,-1.000,12.136,12.671,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1.25,1.25,1,12.440,-1.000,0.526,-1.000,12.120,12.647,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.25,2.25,1.25,12.432,16.640,0.467,1.402,12.135,12.603,15.847,17.249
10,10,3.25,0.5,2.75,2.5,0.5,2,1.25,12.477,17.576,0.526,-1.000,12.165,12.692,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.75,1.75,1.25,12.469,-1.000,0.541,-1.000,12.135,12.677,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,1,1.5,1.25,12.424,-1.000,0.556,-1.000,12.091,12.647,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.25,2.25,1.5,12.404,16.278,0.445,1.187,12.107,12.552,15.610,16.798
10,10,3.25,0.5,2.75,2.5,0.5,2,1.5,12.478,17.495,0.504,-1.000,12.166,12.671,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.75,1.75,1.5,12.478,-1.000,0.549,-1.000,12.136,12.686,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.25,2.25,1.75,12.433,15.862,0.485,0.889,12.136,12.622,15.356,16.246
10,10,3.25,0.5,2.75,2.5,0.5,2,1.75,12.449,-1.000,0.511,-1.000,12.123,12.635,-1.000,-1.000
10,10,3.25,0.5,2.75,2.5,0.25,2.25,2,12.413,15.382,0.505,,12.100,12.606,15.034,15.630
10,10,3.25,0.75,2.5,2.25,0.25,2,0.5,13.678,-1.000,0.713,-1.000,13.209,13.922,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.5,1.75,0.5,13.662,-1.000,0.726,-1.000,13.200,13.935,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.75,1.5,0.5,13.624,-1.000,0.757,-1.000,13.157,13.915,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,1,1.25,0.5,13.578,-1.000,0.766,-1.000,13.157,13.924,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,1.25,1,0.5,13.623,-1.000,0.766,-1.000,13.157,13.924,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,1.5,0.75,0.5,13.638,-1.000,0.781,-1.000,13.157,13.939,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.25,2,0.75,13.680,-1.000,0.732,-1.000,13.212,13.944,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.5,1.75,0.75,13.640,-1.000,0.732,-1.000,13.212,13.944,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.75,1.5,0.75,13.628,-1.000,0.760,-1.000,13.169,13.930,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,1,1.25,0.75,13.628,-1.000,0.779,-1.000,13.155,13.934,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,1.25,1,0.75,13.624,-1.000,0.769,-1.000,13.136,13.906,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.25,2,1,13.698,-1.000,0.725,-1.000,13.255,13.980,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.5,1.75,1,13.643,-1.000,0.737,-1.000,13.187,13.924,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.75,1.5,1,13.635,-1.000,0.743,-1.000,13.181,13.924,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,1,1.25,1,13.622,-1.000,0.743,-1.000,13.162,13.906,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.25,2,1.25,13.698,-1.000,0.803,-1.000,13.192,13.995,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.5,1.75,1.25,13.638,-1.000,0.733,-1.000,13.192,13.925,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.75,1.5,1.25,13.617,-1.000,0.761,-1.000,13.164,13.925,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.25,2,1.5,13.647,17.670,0.750,-1.000,13.193,13.944,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.5,1.75,1.5,13.617,-1.000,0.779,-1.000,13.149,13.929,-1.000,-1.000
10,10,3.25,0.75,2.5,2.25,0.25,2,1.75,13.654,17.224,0.763,0.735,13.164,13.929,16.816,17.551
10,10,3.25,1,2.25,2,0.25,1.75,0.5,15.019,-1.000,0.974,-1.000,14.389,15.363,-1.000,-1.000
10,10,3.25,1,2.25,2,0.5,1.5,0.5,15.015,-1.000,1.058,-1.000,14.347,15.405,-1.000,-1.000
10,10,3.25,1,2.25,2,0.75,1.25,0.5,14.996,-1.000,1.055,-1.000,14.347,15.403,-1.000,-1.000
10,10,3.25,1,2.25,2,1,1,0.5,14.995,-1.000,1.072,-1.000,14.347,15.420,-1.000,-1.000
10,10,3.25,1,2.25,2,1.25,0.75,0.5,14.976,-1.000,1.131,-1.000,14.288,15.421,-1.000,1.000
10,10,3.25,1,2.25,2,0.25,1.75,0.75,15.006,-1.000,0.993,-1.000,14.396,15.390,-1.000,-1.000
10,10,3.25,1,2.25,2,0.5,1.5,0.75,14.433,-1.000,0.805,-1.000,13.924,14.730,-1.000,-1.000
10,10,3.25,1,2.25,2,0.75,1.25,0.75,14.965,-1.000,1.085,-1.000,14.303,15.389,-1.000,-1.000
10,10,3.25,1,2.25,2,1,1,0.75,14.965,-1.000,1.094,-1.000,14.303,15.398,-1.000,-1.000
10,10,3.25,1,2.25,2,0.25,1.75,1,14.980,-1.000,0.976,-1.000,14.373,15.349,-1.000,-1.000
10,10,3.25,1,2.25,2,0.5,1.5,1,15.007,-1.000,1.056,-1.000,14.346,15.403,-1.000,-1.000
10,10,3.25,1,2.25,2,0.75,1.25,1,15.000,-1.000,1.054,-1.000,14.346,15.401,-1.000,-1.000
10,10,3.25,1,2.25,2,0.25,1.75,1.25,14.985,-1.000,1.008,-1.000,14.343,15.354,-1.000,-1.000
10,10,3.25,1,2.25,2,0.5,1.5,1.25,14.919,-1.000,1.103,-1.000,14.270,15.373,-1.000,-1.000
10,10,3.25,1,2.25,2,0.25,1.75,1.5,14.929,-1.000,1.001,-1.000,14.327,15.329,-1.000,-1.000
10,10,3.25,1.25,2,1.75,0.25,1.5,0.5,16.590,-1.000,1.507,-1.000,15.663,17.171,-1.000,-1.000
10,10,3.25,1.25,2,1.75,0.5,1.25,0.5,16.548,-1.000,1.492,-1.000,15.648,17.141,-1.000,-1.000
10,10,3.25,1.25,2,1.75,0.75,1,0.5,16.518,-1.000,1.492,-1.000,15.618,17.111,-1.000,-1.000
10,10,3.25,1.25,2,1.75,1,0.75,0.5,16.503,-1.000,1.484,-1.000,15.610,17.095,,
10,10,3.25,1.25,2,1.75,0.25,1.5,0.75,16.585,-1.000,1.529,-1.000,15.640,17.170,-1.000,-1.000
10,10,3.25,1.25,2,1.75,0.5,1.25,0.75,16.540,-1.000,1.498,-1.000,15.619,17.118,-1.000,-1.000
10,10,3.25,1.25,2,1.75,0.75,1,0.75,16.479,-1.000,1.498,-1.000,15.578,17.077,-1.000,-1.000
10,10,3.25,1.25,2,1.75,0.25,1.5,1,16.536,-1.000,1.528,-1.000,15.608,17.137,-1.000,-1.000
10,10,3.25,1.25,2,1.75,0.5,1.25,1,16.536,-1.000,1.504,-1.000,15.608,17.112,-1.000,-1.000
10,10,3.25,1.25,2,1.75,0.25,1.5,1.25,16.520,-1.000,1.491,-1.000,15.614,17.106,-1.000,-1.000
10,10,3.25,1.5,1.75,1.5,0.25,1.25,0.5,16.924,-1.000,1.792,-1.000,15.852,17.644,-1.000,-1.000
10,10,3.25,1.5,1.75,1.5,0.5,1,0.5,16.924,-1.000,1.800,-1.000,15.828,17.628,-1.000,-1.000
10,10,3.25,1.5,1.75,1.5,0.75,0.75,0.5,16.916,-1.000,1.816,-1.000,15.828,17.644,-1.000,-1.000
10,10,3.25,1.5,1.75,1.5,0.25,1.25,0.75,16.913,-1.000,1.800,-1.000,15.836,17.636,-1.000,-1.000
10,10,3.25,1.5,1.75,1.5,0.5,1,0.75,16.908,-1.000,1.808,-1.000,15.820,17.628,-1.000,-1.000
10,10,3.25,1.5,1.75,1.5,0.25,1.25,1,16.932,-1.000,1.816,-1.000,15.836,17.652,-1.000,-1.000
10,10,3.25,1.75,1.5,1.25,0.25,1,0.5,17.262,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
10,10,3.25,1.75,1.5,1.25,0.5,0.75,0.5,17.232,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
10,10,3.25,1.75,1.5,1.25,0.25,1,0.75,17.250,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
10,10,3.25,2,1.25,1,0.25,0.75,0.5,17.520,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
,,,,,,,,,,,,,,,,
10,10,3.5,0.25,3.25,3,0.25,2.75,0.5,10.580,14.640,0.293,1.915,10.393,10.686,13.590,15.505
10,10,3.5,0.25,3.25,3,0.5,2.5,0.5,10.540,15.815,0.311,2.091,10.347,10.658,14.668,16.759
10,10,3.5,0.25,3.25,3,0.75,2.25,0.5,10.490,17.010,0.325,2.239,10.289,10.614,15.722,17.961
10,10,3.5,0.25,3.25,3,1,2,0.5,10.490,-1.000,0.341,-1.000,10.276,10.617,16.808,-1.000
10,10,3.5,0.25,3.25,3,1.25,1.75,0.5,10.491,-1.000,0.346,-1.000,10.278,10.624,17.823,-1.000
10,10,3.5,0.25,3.25,3,1.5,1.5,0.5,10.530,-1.000,0.344,-1.000,10.321,10.665,-1.000,-1.000
10,10,3.5,0.25,3.25,3,1.75,1.25,0.5,10.550,-1.000,0.345,-1.000,10.344,10.689,-1.000,-1.000
10,10,3.5,0.25,3.25,3,2,1,0.5,10.550,-1.000,0.342,-1.000,10.344,10.686,-1.000,-1.000
10,10,3.5,0.25,3.25,3,2.25,0.75,0.5,10.540,-1.000,0.342,-1.000,10.332,10.674,-1.000,-1.000
10,10,3.5,0.25,3.25,3,0.25,2.75,0.75,10.590,14.600,0.283,1.857,10.406,10.689,13.594,15.451
10,10,3.5,0.25,3.25,3,0.5,2.5,0.75,10.510,15.730,0.296,2.016,10.321,10.617,14.607,16.623
10,10,3.5,0.25,3.25,3,0.75,2.25,0.75,10.510,16.920,0.326,2.180,10.308,10.634,15.674,17.854
10,10,3.5,0.25,3.25,3,1,2,0.75,10.500,18.000,0.327,-1.000,10.299,10.626,16.734,-1.000
